DateTime,Blocks Per Day,Height
17/10/2012,142,203770
18/10/2012,157,203927
19/10/2012,135,204062
20/10/2012,158,204220
21/10/2012,161,204381
22/10/2012,157,204538
23/10/2012,130,204668
24/10/2012,162,204830
25/10/2012,143,204973
26/10/2012,165,205138
27/10/2012,175,205313
28/10/2012,166,205479
29/10/2012,158,205637
30/10/2012,143,205780
31/10/2012,144,205924
1/11/2012,137,206061
2/11/2012,143,206204
3/11/2012,146,206350
4/11/2012,157,206507
5/11/2012,160,206667
6/11/2012,135,206802
7/11/2012,157,206959
8/11/2012,154,207113
9/11/2012,152,207265
10/11/2012,144,207409
11/11/2012,147,207556
12/11/2012,132,207688
13/11/2012,140,207828
14/11/2012,143,207971
15/11/2012,136,208107
16/11/2012,145,208252
17/11/2012,140,208392
18/11/2012,146,208538
19/11/2012,146,208684
20/11/2012,147,208831
21/11/2012,152,208983
22/11/2012,144,209127
23/11/2012,163,209290
24/11/2012,151,209441
25/11/2012,146,209587
26/11/2012,157,209744
27/11/2012,148,209892
28/11/2012,172,210064
29/11/2012,166,210230
30/11/2012,125,210355
1/12/2012,167,210522
2/12/2012,143,210665
3/12/2012,147,210812
4/12/2012,112,210924
5/12/2012,122,211046
6/12/2012,137,211183
7/12/2012,129,211312
8/12/2012,138,211450
9/12/2012,126,211576
10/12/2012,143,211719
11/12/2012,144,211863
12/12/2012,130,211993
13/12/2012,131,212124
14/12/2012,106,212230
15/12/2012,116,212346
16/12/2012,111,212457
17/12/2012,134,212591
18/12/2012,125,212716
19/12/2012,142,212858
20/12/2012,106,212964
21/12/2012,126,213090
22/12/2012,153,213243
23/12/2012,122,213365
24/12/2012,132,213497
25/12/2012,124,213621
26/12/2012,154,213775
27/12/2012,156,213931
28/12/2012,169,214100
29/12/2012,144,214244
30/12/2012,166,214410
31/12/2012,158,214568
1/1/2013,162,214730
2/1/2013,153,214883
3/1/2013,162,215045
4/1/2013,153,215198
5/1/2013,141,215339
6/1/2013,145,215484
7/1/2013,168,215652
8/1/2013,133,215785
9/1/2013,130,215915
10/1/2013,147,216062
11/1/2013,117,216179
12/1/2013,122,216301
13/1/2013,133,216434
14/1/2013,157,216591
15/1/2013,121,216712
16/1/2013,131,216843
17/1/2013,111,216954
18/1/2013,121,217075
19/1/2013,154,217229
20/1/2013,130,217359
21/1/2013,132,217491
22/1/2013,144,217635
23/1/2013,126,217761
24/1/2013,156,217917
25/1/2013,137,218054
26/1/2013,156,218210
27/1/2013,151,218361
28/1/2013,147,218508
29/1/2013,158,218666
30/1/2013,153,218819
31/1/2013,193,219012
1/2/2013,147,219159
2/2/2013,153,219312
3/2/2013,186,219498
4/2/2013,164,219662
5/2/2013,167,219829
6/2/2013,146,219975
7/2/2013,154,220129
8/2/2013,151,220280
9/2/2013,143,220423
10/2/2013,161,220584
11/2/2013,159,220743
12/2/2013,139,220882
13/2/2013,171,221053
14/2/2013,151,221204
15/2/2013,179,221383
16/2/2013,189,221572
17/2/2013,188,221760
18/2/2013,161,221921
19/2/2013,159,222080
20/2/2013,193,222273
21/2/2013,176,222449
22/2/2013,170,222619
23/2/2013,164,222783
24/2/2013,156,222939
25/2/2013,204,223143
26/2/2013,166,223309
27/2/2013,193,223502
28/2/2013,168,223670
1/3/2013,152,223822
2/3/2013,145,223967
3/3/2013,161,224128
4/3/2013,179,224307
5/3/2013,139,224446
6/3/2013,155,224601
7/3/2013,160,224761
8/3/2013,160,224921
9/3/2013,169,225090
10/3/2013,183,225273
11/3/2013,164,225437
12/3/2013,135,225572
13/3/2013,157,225729
14/3/2013,179,225908
15/3/2013,172,226080
16/3/2013,175,226255
17/3/2013,209,226464
18/3/2013,190,226654
19/3/2013,170,226824
20/3/2013,211,227035
21/3/2013,218,227253
22/3/2013,229,227482
23/3/2013,217,227699
24/3/2013,189,227888
25/3/2013,144,228032
26/3/2013,151,228183
27/3/2013,131,228314
28/3/2013,183,228497
29/3/2013,174,228671
30/3/2013,173,228844
31/3/2013,169,229013
1/4/2013,198,229211
2/4/2013,181,229392
3/4/2013,175,229567
4/4/2013,154,229721
5/4/2013,158,229879
6/4/2013,163,230042
7/4/2013,164,230206
8/4/2013,155,230361
9/4/2013,176,230537
10/4/2013,191,230728
11/4/2013,160,230888
12/4/2013,173,231061
13/4/2013,167,231228
14/4/2013,153,231381
15/4/2013,164,231545
16/4/2013,177,231722
17/4/2013,171,231893
18/4/2013,147,232040
19/4/2013,137,232177
20/4/2013,154,232331
21/4/2013,176,232507
22/4/2013,153,232660
23/4/2013,168,232828
24/4/2013,162,232990
25/4/2013,172,233162
26/4/2013,171,233333
27/4/2013,147,233480
28/4/2013,177,233657
29/4/2013,174,233831
30/4/2013,149,233980
1/5/2013,151,234131
2/5/2013,134,234265
3/5/2013,137,234402
4/5/2013,159,234561
5/5/2013,165,234726
6/5/2013,166,234892
7/5/2013,168,235060
8/5/2013,165,235225
9/5/2013,164,235389
10/5/2013,172,235561
11/5/2013,182,235743
12/5/2013,168,235911
13/5/2013,174,236085
14/5/2013,154,236239
15/5/2013,141,236380
16/5/2013,148,236528
17/5/2013,161,236689
18/5/2013,149,236838
19/5/2013,156,236994
20/5/2013,129,237123
21/5/2013,151,237274
22/5/2013,156,237430
23/5/2013,174,237604
24/5/2013,169,237773
25/5/2013,165,237938
26/5/2013,163,238101
27/5/2013,176,238277
28/5/2013,158,238435
29/5/2013,168,238603
30/5/2013,179,238782
31/5/2013,175,238957
1/6/2013,213,239170
2/6/2013,199,239369
3/6/2013,213,239582
4/6/2013,213,239795
5/6/2013,184,239979
6/6/2013,181,240160
7/6/2013,161,240321
8/6/2013,181,240502
9/6/2013,159,240661
10/6/2013,174,240835
11/6/2013,180,241015
12/6/2013,203,241218
13/6/2013,186,241404
14/6/2013,180,241584
15/6/2013,173,241757
16/6/2013,185,241942
17/6/2013,145,242087
18/6/2013,140,242227
19/6/2013,136,242363
20/6/2013,154,242517
21/6/2013,168,242685
22/6/2013,176,242861
23/6/2013,165,243026
24/6/2013,150,243176
25/6/2013,157,243333
26/6/2013,174,243507
27/6/2013,167,243674
28/6/2013,169,243843
29/6/2013,169,244012
30/6/2013,153,244165
1/7/2013,157,244322
2/7/2013,153,244475
3/7/2013,184,244659
4/7/2013,165,244824
5/7/2013,186,245010
6/7/2013,187,245197
7/7/2013,186,245383
8/7/2013,192,245575
9/7/2013,185,245760
10/7/2013,195,245955
11/7/2013,174,246129
12/7/2013,154,246283
13/7/2013,157,246440
14/7/2013,172,246612
15/7/2013,164,246776
16/7/2013,164,246940
17/7/2013,184,247124
18/7/2013,161,247285
19/7/2013,171,247456
20/7/2013,186,247642
21/7/2013,199,247841
22/7/2013,165,248006
23/7/2013,141,248147
24/7/2013,159,248306
25/7/2013,146,248452
26/7/2013,164,248616
27/7/2013,181,248797
28/7/2013,168,248965
29/7/2013,178,249143
30/7/2013,197,249340
31/7/2013,190,249530
1/8/2013,177,249707
2/8/2013,192,249899
3/8/2013,170,250069
4/8/2013,179,250248
5/8/2013,189,250437
6/8/2013,190,250627
7/8/2013,186,250813
8/8/2013,205,251018
9/8/2013,195,251213
10/8/2013,210,251423
11/8/2013,216,251639
12/8/2013,216,251855
13/8/2013,183,252038
14/8/2013,168,252206
15/8/2013,170,252376
16/8/2013,168,252544
17/8/2013,190,252734
18/8/2013,194,252928
19/8/2013,177,253105
20/8/2013,190,253295
21/8/2013,196,253491
22/8/2013,216,253707
23/8/2013,196,253903
24/8/2013,183,254086
25/8/2013,151,254237
26/8/2013,166,254403
27/8/2013,169,254572
28/8/2013,178,254750
29/8/2013,189,254939
30/8/2013,205,255144
31/8/2013,223,255367
1/9/2013,221,255588
2/9/2013,215,255803
3/9/2013,194,255997
4/9/2013,163,256160
5/9/2013,179,256339
6/9/2013,185,256524
7/9/2013,145,256669
8/9/2013,157,256826
9/9/2013,203,257029
10/9/2013,191,257220
11/9/2013,200,257420
12/9/2013,213,257633
13/9/2013,204,257837
14/9/2013,218,258055
15/9/2013,181,258236
16/9/2013,154,258390
17/9/2013,179,258569
18/9/2013,165,258734
19/9/2013,190,258924
20/9/2013,200,259124
21/9/2013,189,259313
22/9/2013,203,259516
23/9/2013,210,259726
24/9/2013,212,259938
25/9/2013,206,260144
26/9/2013,162,260306
27/9/2013,178,260484
28/9/2013,177,260661
29/9/2013,170,260831
30/9/2013,163,260994
1/10/2013,187,261181
2/10/2013,191,261372
3/10/2013,199,261571
4/10/2013,180,261751
5/10/2013,219,261970
6/10/2013,185,262155
7/10/2013,156,262311
8/10/2013,162,262473
9/10/2013,178,262651
10/10/2013,192,262843
11/10/2013,185,263028
12/10/2013,214,263242
13/10/2013,221,263463
14/10/2013,250,263713
15/10/2013,260,263973
16/10/2013,210,264183
17/10/2013,167,264350
18/10/2013,192,264542
19/10/2013,223,264765
20/10/2013,199,264964
21/10/2013,211,265175
22/10/2013,245,265420
23/10/2013,221,265641
24/10/2013,215,265856
25/10/2013,235,266091
26/10/2013,182,266273
27/10/2013,179,266452
28/10/2013,175,266627
29/10/2013,160,266787
30/10/2013,195,266982
31/10/2013,211,267193
1/11/2013,208,267401
2/11/2013,202,267603
3/11/2013,192,267795
4/11/2013,195,267990
5/11/2013,174,268164
6/11/2013,163,268327
7/11/2013,144,268471
8/11/2013,134,268605
9/11/2013,148,268753
10/11/2013,171,268924
11/11/2013,187,269111
12/11/2013,201,269312
13/11/2013,168,269480
14/11/2013,183,269663
15/11/2013,166,269829
16/11/2013,194,270023
17/11/2013,186,270209
18/11/2013,156,270365
19/11/2013,161,270526
20/11/2013,164,270690
21/11/2013,150,270840
22/11/2013,172,271012
23/11/2013,170,271182
24/11/2013,168,271350
25/11/2013,173,271523
26/11/2013,159,271682
27/11/2013,173,271855
28/11/2013,181,272036
29/11/2013,173,272209
30/11/2013,176,272385
1/12/2013,195,272580
2/12/2013,159,272739
3/12/2013,200,272939
4/12/2013,171,273110
5/12/2013,170,273280
6/12/2013,208,273488
7/12/2013,195,273683
8/12/2013,195,273878
9/12/2013,176,274054
10/12/2013,192,274246
11/12/2013,165,274411
12/12/2013,163,274574
13/12/2013,174,274748
14/12/2013,198,274946
15/12/2013,177,275123
16/12/2013,201,275324
17/12/2013,203,275527
18/12/2013,199,275726
19/12/2013,226,275952
20/12/2013,178,276130
21/12/2013,161,276291
22/12/2013,169,276460
23/12/2013,171,276631
24/12/2013,169,276800
25/12/2013,162,276962
26/12/2013,180,277142
27/12/2013,184,277326
28/12/2013,150,277476
29/12/2013,168,277644
30/12/2013,173,277817
31/12/2013,184,278001
1/1/2014,205,278206
2/1/2014,134,278340
3/1/2014,161,278501
4/1/2014,141,278642
5/1/2014,193,278835
6/1/2014,186,279021
7/1/2014,177,279198
8/1/2014,193,279391
9/1/2014,207,279598
10/1/2014,187,279785
11/1/2014,210,279995
12/1/2014,207,280202
13/1/2014,169,280371
14/1/2014,162,280533
15/1/2014,184,280717
16/1/2014,185,280902
17/1/2014,152,281054
18/1/2014,174,281228
19/1/2014,169,281397
20/1/2014,195,281592
21/1/2014,166,281758
22/1/2014,192,281950
23/1/2014,177,282127
24/1/2014,189,282316
25/1/2014,165,282481
26/1/2014,152,282633
27/1/2014,174,282807
28/1/2014,154,282961
29/1/2014,152,283113
30/1/2014,176,283289
31/1/2014,184,283473
1/2/2014,189,283662
2/2/2014,186,283848
3/2/2014,181,284029
4/2/2014,172,284201
5/2/2014,168,284369
6/2/2014,182,284551
7/2/2014,155,284706
8/2/2014,182,284888
9/2/2014,138,285026
10/2/2014,156,285182
11/2/2014,164,285346
12/2/2014,178,285524
13/2/2014,178,285702
14/2/2014,191,285893
15/2/2014,187,286080
16/2/2014,195,286275
17/2/2014,155,286430
18/2/2014,163,286593
19/2/2014,200,286793
20/2/2014,177,286970
21/2/2014,152,287122
22/2/2014,180,287302
23/2/2014,168,287470
24/2/2014,191,287661
25/2/2014,161,287822
26/2/2014,184,288006
27/2/2014,188,288194
28/2/2014,181,288375
1/3/2014,144,288519
2/3/2014,140,288659
3/3/2014,148,288807
4/3/2014,149,288956
5/3/2014,156,289112
6/3/2014,173,289285
7/3/2014,166,289451
8/3/2014,168,289619
9/3/2014,179,289798
10/3/2014,149,289947
11/3/2014,168,290115
12/3/2014,182,290297
13/3/2014,162,290459
14/3/2014,133,290592
15/3/2014,165,290757
16/3/2014,171,290928
17/3/2014,161,291089
18/3/2014,146,291235
19/3/2014,160,291395
20/3/2014,177,291572
21/3/2014,186,291758
22/3/2014,170,291928
23/3/2014,214,292142
24/3/2014,188,292330
25/3/2014,157,292487
26/3/2014,159,292646
27/3/2014,173,292819
28/3/2014,174,292993
29/3/2014,175,293168
30/3/2014,140,293308
31/3/2014,180,293488
1/4/2014,171,293659
2/4/2014,197,293856
3/4/2014,204,294060
4/4/2014,195,294255
5/4/2014,171,294426
6/4/2014,151,294577
7/4/2014,151,294728
8/4/2014,134,294862
9/4/2014,161,295023
10/4/2014,155,295178
11/4/2014,169,295347
12/4/2014,161,295508
13/4/2014,187,295695
14/4/2014,193,295888
15/4/2014,182,296070
16/4/2014,159,296229
17/4/2014,169,296398
18/4/2014,160,296558
19/4/2014,159,296717
20/4/2014,178,296895
21/4/2014,171,297066
22/4/2014,154,297220
23/4/2014,165,297385
24/4/2014,151,297536
25/4/2014,182,297718
26/4/2014,163,297881
27/4/2014,177,298058
28/4/2014,152,298210
29/4/2014,171,298381
30/4/2014,137,298518
1/5/2014,176,298694
2/5/2014,161,298855
3/5/2014,142,298997
4/5/2014,151,299148
5/5/2014,125,299273
6/5/2014,194,299467
7/5/2014,159,299626
8/5/2014,167,299793
9/5/2014,170,299963
10/5/2014,179,300142
11/5/2014,152,300294
12/5/2014,164,300458
13/5/2014,162,300620
14/5/2014,150,300770
15/5/2014,171,300941
16/5/2014,181,301122
17/5/2014,173,301295
18/5/2014,172,301467
19/5/2014,168,301635
20/5/2014,177,301812
21/5/2014,175,301987
22/5/2014,172,302159
23/5/2014,165,302324
24/5/2014,154,302478
25/5/2014,161,302639
26/5/2014,158,302797
27/5/2014,136,302933
28/5/2014,169,303102
29/5/2014,141,303243
30/5/2014,167,303410
31/5/2014,147,303557
1/6/2014,175,303732
2/6/2014,193,303925
3/6/2014,178,304103
4/6/2014,181,304284
5/6/2014,152,304436
6/6/2014,139,304575
7/6/2014,155,304730
8/6/2014,136,304866
9/6/2014,156,305022
10/6/2014,167,305189
11/6/2014,146,305335
12/6/2014,172,305507
13/6/2014,163,305670
14/6/2014,178,305848
15/6/2014,190,306038
16/6/2014,188,306226
17/6/2014,184,306410
18/6/2014,158,306568
19/6/2014,167,306735
20/6/2014,186,306921
21/6/2014,186,307107
22/6/2014,180,307287
23/6/2014,176,307463
24/6/2014,188,307651
25/6/2014,187,307838
26/6/2014,171,308009
27/6/2014,197,308206
28/6/2014,182,308388
29/6/2014,157,308545
30/6/2014,132,308677
1/7/2014,133,308810
2/7/2014,137,308947
3/7/2014,139,309086
4/7/2014,166,309252
5/7/2014,152,309404
6/7/2014,142,309546
7/7/2014,150,309696
8/7/2014,150,309846
9/7/2014,166,310012
10/7/2014,149,310161
11/7/2014,156,310317
12/7/2014,157,310474
13/7/2014,160,310634
14/7/2014,135,310769
15/7/2014,159,310928
16/7/2014,144,311072
17/7/2014,172,311244
18/7/2014,172,311416
19/7/2014,177,311593
20/7/2014,155,311748
21/7/2014,155,311903
22/7/2014,142,312045
23/7/2014,146,312191
24/7/2014,143,312334
25/7/2014,163,312497
26/7/2014,134,312631
27/7/2014,153,312784
28/7/2014,150,312934
29/7/2014,149,313083
30/7/2014,172,313255
31/7/2014,154,313409
1/8/2014,157,313566
2/8/2014,163,313729
3/8/2014,154,313883
4/8/2014,128,314011
5/8/2014,135,314146
6/8/2014,164,314310
7/8/2014,160,314470
8/8/2014,158,314628
9/8/2014,182,314810
10/8/2014,177,314987
11/8/2014,182,315169
12/8/2014,174,315343
13/8/2014,145,315488
14/8/2014,180,315668
15/8/2014,165,315833
16/8/2014,158,315991
17/8/2014,170,316161
18/8/2014,198,316359
19/8/2014,186,316545
20/8/2014,169,316714
21/8/2014,165,316879
22/8/2014,157,317036
23/8/2014,162,317198
24/8/2014,146,317344
25/8/2014,137,317481
26/8/2014,173,317654
27/8/2014,169,317823
28/8/2014,173,317996
29/8/2014,170,318166
30/8/2014,182,318348
31/8/2014,188,318536
1/9/2014,136,318672
2/9/2014,147,318819
3/9/2014,169,318988
4/9/2014,158,319146
5/9/2014,145,319291
6/9/2014,179,319470
7/9/2014,155,319625
8/9/2014,144,319769
9/9/2014,146,319915
10/9/2014,157,320072
11/9/2014,170,320242
12/9/2014,154,320396
13/9/2014,181,320577
14/9/2014,158,320735
15/9/2014,158,320893
16/9/2014,171,321064
17/9/2014,186,321250
18/9/2014,179,321429
19/9/2014,171,321600
20/9/2014,176,321776
21/9/2014,164,321940
22/9/2014,168,322108
23/9/2014,150,322258
24/9/2014,156,322414
25/9/2014,172,322586
26/9/2014,134,322720
27/9/2014,134,322854
28/9/2014,130,322984
29/9/2014,137,323121
30/9/2014,153,323274
1/10/2014,155,323429
2/10/2014,138,323567
3/10/2014,146,323713
4/10/2014,154,323867
5/10/2014,169,324036
6/10/2014,161,324197
7/10/2014,134,324331
8/10/2014,144,324475
9/10/2014,148,324623
10/10/2014,155,324778
11/10/2014,144,324922
12/10/2014,148,325070
13/10/2014,155,325225
14/10/2014,132,325357
15/10/2014,151,325508
16/10/2014,148,325656
17/10/2014,142,325798
18/10/2014,164,325962
19/10/2014,133,326095
20/10/2014,137,326232
21/10/2014,153,326385
22/10/2014,159,326544
23/10/2014,151,326695
24/10/2014,159,326854
25/10/2014,155,327009
26/10/2014,125,327134
27/10/2014,159,327293
28/10/2014,138,327431
29/10/2014,155,327586
30/10/2014,170,327756
31/10/2014,188,327944
1/11/2014,159,328103
2/11/2014,155,328258
3/11/2014,169,328427
4/11/2014,162,328589
5/11/2014,138,328727
6/11/2014,154,328881
7/11/2014,150,329031
8/11/2014,153,329184
9/11/2014,150,329334
10/11/2014,147,329481
11/11/2014,129,329610
12/11/2014,147,329757
13/11/2014,145,329902
14/11/2014,154,330056
15/11/2014,140,330196
16/11/2014,150,330346
17/11/2014,144,330490
18/11/2014,154,330644
19/11/2014,141,330785
20/11/2014,138,330923
21/11/2014,127,331050
22/11/2014,154,331204
23/11/2014,142,331346
24/11/2014,147,331493
25/11/2014,132,331625
26/11/2014,137,331762
27/11/2014,141,331903
28/11/2014,148,332051
29/11/2014,157,332208
30/11/2014,160,332368
1/12/2014,130,332498
2/12/2014,150,332648
3/12/2014,116,332764
4/12/2014,146,332910
5/12/2014,156,333066
6/12/2014,137,333203
7/12/2014,126,333329
8/12/2014,163,333492
9/12/2014,142,333634
10/12/2014,143,333777
11/12/2014,148,333925
12/12/2014,141,334066
13/12/2014,146,334212
14/12/2014,141,334353
15/12/2014,141,334494
16/12/2014,143,334637
17/12/2014,128,334765
18/12/2014,129,334894
19/12/2014,137,335031
20/12/2014,134,335165
21/12/2014,132,335297
22/12/2014,164,335461
23/12/2014,150,335611
24/12/2014,153,335764
25/12/2014,158,335922
26/12/2014,152,336074
27/12/2014,152,336226
28/12/2014,169,336395
29/12/2014,164,336559
30/12/2014,155,336714
31/12/2014,152,336866
1/1/2015,165,337031
2/1/2015,165,337196
3/1/2015,162,337358
4/1/2015,172,337530
5/1/2015,156,337686
6/1/2015,158,337844
7/1/2015,140,337984
8/1/2015,147,338131
9/1/2015,140,338271
10/1/2015,147,338418
11/1/2015,155,338573
12/1/2015,142,338715
13/1/2015,127,338842
14/1/2015,145,338987
15/1/2015,151,339138
16/1/2015,139,339277
17/1/2015,138,339415
18/1/2015,153,339568
19/1/2015,144,339712
20/1/2015,118,339830
21/1/2015,149,339979
22/1/2015,135,340114
23/1/2015,124,340238
24/1/2015,126,340364
25/1/2015,125,340489
26/1/2015,127,340616
27/1/2015,149,340765
28/1/2015,164,340929
29/1/2015,164,341093
30/1/2015,138,341231
31/1/2015,166,341397
1/2/2015,155,341552
2/2/2015,159,341711
3/2/2015,127,341838
4/2/2015,159,341997
5/2/2015,159,342156
6/2/2015,177,342333
7/2/2015,159,342492
8/2/2015,132,342624
9/2/2015,161,342785
10/2/2015,144,342929
11/2/2015,158,343087
12/2/2015,119,343206
13/2/2015,146,343352
14/2/2015,160,343512
15/2/2015,140,343652
16/2/2015,157,343809
17/2/2015,149,343958
18/2/2015,167,344125
19/2/2015,166,344291
20/2/2015,158,344449
21/2/2015,142,344591
22/2/2015,151,344742
23/2/2015,142,344884
24/2/2015,129,345013
25/2/2015,159,345172
26/2/2015,150,345322
27/2/2015,152,345474
28/2/2015,142,345616
1/3/2015,140,345756
2/3/2015,158,345914
3/3/2015,158,346072
4/3/2015,140,346212
5/3/2015,132,346344
6/3/2015,148,346492
7/3/2015,140,346632
8/3/2015,156,346788
9/3/2015,144,346932
10/3/2015,152,347084
11/3/2015,154,347238
12/3/2015,131,347369
13/3/2015,146,347515
14/3/2015,131,347646
15/3/2015,143,347789
16/3/2015,139,347928
17/3/2015,128,348056
18/3/2015,153,348209
19/3/2015,137,348346
20/3/2015,136,348482
21/3/2015,151,348633
22/3/2015,142,348775
23/3/2015,145,348920
24/3/2015,173,349093
25/3/2015,162,349255
26/3/2015,148,349403
27/3/2015,171,349574
28/3/2015,148,349722
29/3/2015,153,349875
30/3/2015,142,350017
31/3/2015,150,350167
1/4/2015,132,350299
2/4/2015,166,350465
3/4/2015,146,350611
4/4/2015,153,350764
5/4/2015,148,350912
6/4/2015,126,351038
7/4/2015,152,351190
8/4/2015,125,351315
9/4/2015,133,351448
10/4/2015,152,351600
11/4/2015,140,351740
12/4/2015,128,351868
13/4/2015,156,352024
14/4/2015,149,352173
15/4/2015,122,352295
16/4/2015,138,352433
17/4/2015,126,352559
18/4/2015,146,352705
19/4/2015,145,352850
20/4/2015,154,353004
21/4/2015,153,353157
22/4/2015,152,353309
23/4/2015,130,353439
24/4/2015,124,353563
25/4/2015,163,353726
26/4/2015,144,353870
27/4/2015,137,354007
28/4/2015,153,354160
29/4/2015,127,354287
30/4/2015,134,354421
1/5/2015,148,354569
2/5/2015,147,354716
3/5/2015,141,354857
4/5/2015,128,354985
5/5/2015,154,355139
6/5/2015,161,355300
7/5/2015,141,355441
8/5/2015,150,355591
9/5/2015,129,355720
10/5/2015,129,355849
11/5/2015,158,356007
12/5/2015,150,356157
13/5/2015,162,356319
14/5/2015,154,356473
15/5/2015,147,356620
16/5/2015,132,356752
17/5/2015,171,356923
18/5/2015,144,357067
19/5/2015,130,357197
20/5/2015,145,357342
21/5/2015,155,357497
22/5/2015,138,357635
23/5/2015,112,357747
24/5/2015,146,357893
25/5/2015,141,358034
26/5/2015,144,358178
27/5/2015,138,358316
28/5/2015,132,358448
29/5/2015,154,358602
30/5/2015,136,358738
31/5/2015,148,358886
1/6/2015,132,359018
2/6/2015,150,359168
3/6/2015,142,359310
4/6/2015,141,359451
5/6/2015,138,359589
6/6/2015,178,359767
7/6/2015,149,359916
8/6/2015,157,360073
9/6/2015,151,360224
10/6/2015,169,360393
11/6/2015,135,360528
12/6/2015,142,360670
13/6/2015,159,360829
14/6/2015,148,360977
15/6/2015,144,361121
16/6/2015,118,361239
17/6/2015,158,361397
18/6/2015,156,361553
19/6/2015,147,361700
20/6/2015,134,361834
21/6/2015,124,361958
22/6/2015,153,362111
23/6/2015,140,362251
24/6/2015,156,362407
25/6/2015,152,362559
26/6/2015,154,362713
27/6/2015,129,362842
28/6/2015,141,362983
29/6/2015,140,363123
30/6/2015,145,363268
1/7/2015,135,363403
2/7/2015,154,363557
3/7/2015,161,363718
4/7/2015,152,363870
5/7/2015,142,364012
6/7/2015,181,364193
7/7/2015,134,364327
8/7/2015,161,364488
9/7/2015,133,364621
10/7/2015,154,364775
11/7/2015,148,364923
12/7/2015,135,365058
13/7/2015,148,365206
14/7/2015,144,365350
15/7/2015,153,365503
16/7/2015,134,365637
17/7/2015,147,365784
18/7/2015,149,365933
19/7/2015,152,366085
20/7/2015,156,366241
21/7/2015,127,366368
22/7/2015,154,366522
23/7/2015,140,366662
24/7/2015,169,366831
25/7/2015,154,366985
26/7/2015,144,367129
27/7/2015,149,367278
28/7/2015,136,367414
29/7/2015,152,367566
30/7/2015,134,367700
31/7/2015,151,367851
1/8/2015,155,368006
2/8/2015,151,368157
3/8/2015,157,368314
4/8/2015,136,368450
5/8/2015,133,368583
6/8/2015,143,368726
7/8/2015,137,368863
8/8/2015,161,369024
9/8/2015,142,369166
10/8/2015,167,369333
11/8/2015,162,369495
12/8/2015,126,369621
13/8/2015,147,369768
14/8/2015,142,369910
15/8/2015,137,370047
16/8/2015,138,370185
17/8/2015,147,370332
18/8/2015,141,370473
19/8/2015,156,370629
20/8/2015,150,370779
21/8/2015,165,370944
22/8/2015,158,371102
23/8/2015,134,371236
24/8/2015,155,371391
25/8/2015,135,371526
26/8/2015,161,371687
27/8/2015,137,371824
28/8/2015,155,371979
29/8/2015,160,372139
30/8/2015,150,372289
31/8/2015,157,372446
1/9/2015,154,372600
2/9/2015,160,372760
3/9/2015,146,372906
4/9/2015,156,373062
5/9/2015,147,373209
6/9/2015,144,373353
7/9/2015,152,373505
8/9/2015,136,373641
9/9/2015,149,373790
10/9/2015,171,373961
11/9/2015,158,374119
12/9/2015,135,374254
13/9/2015,151,374405
14/9/2015,152,374557
15/9/2015,160,374717
16/9/2015,142,374859
17/9/2015,144,375003
18/9/2015,147,375150
19/9/2015,125,375275
20/9/2015,128,375403
21/9/2015,132,375535
22/9/2015,157,375692
23/9/2015,158,375850
24/9/2015,140,375990
25/9/2015,164,376154
26/9/2015,147,376301
27/9/2015,149,376450
28/9/2015,143,376593
29/9/2015,174,376767
30/9/2015,148,376915
1/10/2015,149,377064
2/10/2015,138,377202
3/10/2015,145,377347
4/10/2015,153,377500
5/10/2015,153,377653
6/10/2015,142,377795
7/10/2015,133,377928
8/10/2015,140,378068
9/10/2015,126,378194
10/10/2015,160,378354
11/10/2015,146,378500
12/10/2015,142,378642
13/10/2015,137,378779
14/10/2015,152,378931
15/10/2015,166,379097
16/10/2015,144,379241
17/10/2015,136,379377
18/10/2015,145,379522
19/10/2015,165,379687
20/10/2015,128,379815
21/10/2015,144,379959
22/10/2015,148,380107
23/10/2015,149,380256
24/10/2015,145,380401
25/10/2015,155,380556
26/10/2015,164,380720
27/10/2015,147,380867
28/10/2015,139,381006
29/10/2015,151,381157
30/10/2015,171,381328
31/10/2015,147,381475
1/11/2015,153,381628
2/11/2015,153,381781
3/11/2015,155,381936
4/11/2015,155,382091
5/11/2015,146,382237
6/11/2015,145,382382
7/11/2015,152,382534
8/11/2015,139,382673
9/11/2015,149,382822
10/11/2015,146,382968
11/11/2015,168,383136
12/11/2015,161,383297
13/11/2015,160,383457
14/11/2015,142,383599
15/11/2015,160,383759
16/11/2015,173,383932
17/11/2015,149,384081
18/11/2015,153,384234
19/11/2015,136,384370
20/11/2015,167,384537
21/11/2015,174,384711
22/11/2015,172,384883
23/11/2015,163,385046
24/11/2015,156,385202
25/11/2015,148,385350
26/11/2015,176,385526
27/11/2015,133,385659
28/11/2015,154,385813
29/11/2015,149,385962
30/11/2015,162,386124
1/12/2015,167,386291
2/12/2015,161,386452
3/12/2015,142,386594
4/12/2015,153,386747
5/12/2015,175,386922
6/12/2015,159,387081
7/12/2015,147,387228
8/12/2015,175,387403
9/12/2015,168,387571
10/12/2015,216,387787
11/12/2015,160,387947
12/12/2015,162,388109
13/12/2015,142,388251
14/12/2015,195,388446
15/12/2015,183,388629
16/12/2015,163,388792
17/12/2015,155,388947
18/12/2015,169,389116
19/12/2015,157,389273
20/12/2015,165,389438
21/12/2015,149,389587
22/12/2015,150,389737
23/12/2015,157,389894
24/12/2015,138,390032
25/12/2015,162,390194
